date,maxTemp,minTemp,pressure,humidity,visibility,dewPoint,cloudCover,windSpeed,windBearing,icon
2016-12-11 09:21:43.364410,87.91,73.4,1011.06,0.76,2.54,71.41,0.34,3.23,290,fog
2016-12-10 09:21:43.364410,86.44,73.4,1011.04,0.82,2.46,74.85,0.48,2.82,302,fog
2016-12-09 09:21:43.364410,87.83,75.2,1011.02,0.77,2.36,73.62,0.39,3.63,306,fog
2016-12-08 09:21:43.364410,88.73,77.01,1011.0,0.76,2.54,72.13,0.39,1.09,215,partly-cloudy-day
2016-12-07 09:21:43.364410,88.73,72.51,1010.98,0.74,2.49,71.26,0.47,2.51,123,fog
2016-12-06 09:21:43.364410,89.62,73.4,1010.96,0.8,2.38,74.79,0.43,2.38,251,fog
2016-12-05 09:21:43.364410,89.03,75.92,1011.19,0.77,2.77,73.82,0.28,1.1,263,partly-cloudy-night
2016-12-04 09:21:43.364410,88.98,75.78,1011.45,0.78,2.77,73.96,0.49,1.21,286,fog
2016-12-03 09:21:43.364410,88.28,75.78,1011.02,0.78,2.34,73.24,0.77,1.8,159,fog
2016-12-02 09:21:43.364410,88.18,76.4,1010.88,0.77,2.23,69.6,0.81,0.64,164,fog
2016-12-01 09:21:43.364410,82.61,68.02,1010.82,0.84,2.13,71.73,0.72,3.21,95,fog
2016-11-30 09:21:43.364410,88.0,74.3,1010.83,0.77,1.99,72.66,0.55,2.23,291,fog
2016-11-29 09:21:43.364410,87.83,74.3,1010.81,0.8,2.4,73.83,0.53,1.81,347,fog
2016-11-28 09:21:43.364410,88.79,74.3,1010.79,0.8,2.03,73.89,0.48,0.64,193,fog
2016-11-27 09:21:43.364410,92.31,75.2,1010.77,0.73,2.24,72.11,0.46,2.05,311,fog
2016-11-26 09:21:43.364410,89.66,75.2,1010.75,0.74,2.05,72.44,0.42,0.75,161,fog
2016-11-25 09:21:43.364410,90.53,76.11,1010.73,0.74,2.23,72.5,0.44,0.74,212,fog
2016-11-24 09:21:43.364410,90.53,75.2,1010.71,0.76,2.55,74.7,0.55,0.95,207,fog
2016-11-23 09:21:43.364410,92.31,77.45,1010.69,0.75,2.41,74.49,0.39,1.36,214,fog
2016-11-22 09:21:43.364410,92.31,77.89,1010.62,0.76,2.54,74.99,0.46,1.56,218,fog
2016-11-21 09:21:43.364410,90.53,76.11,1010.65,0.77,2.39,74.94,0.52,1.52,225,fog
2016-11-20 09:21:43.364410,88.73,77.01,1010.61,0.8,2.16,75.42,0.48,1.49,214,fog
2016-11-19 09:21:43.364410,89.12,76.97,1010.62,0.78,2.31,74.97,0.49,1.29,111,fog
2016-11-18 09:21:43.364410,92.31,77.01,1010.6,0.77,2.22,74.82,0.43,0.69,142,fog
2016-11-17 09:21:43.364410,90.53,76.61,1010.58,0.74,2.36,74.4,0.36,0.75,237,fog
2016-11-16 09:21:43.364410,90.53,77.96,1010.56,0.77,2.38,74.64,0.4,1.02,245,fog
2016-11-15 09:21:43.364410,89.62,76.11,1010.58,0.83,2.3,75.55,0.71,1.45,265,fog
2016-11-14 09:21:43.364410,88.53,76.55,1010.62,0.83,1.89,75.78,0.59,1.22,250,fog
2016-11-13 09:21:43.364410,90.53,76.11,1010.51,0.77,1.81,73.96,0.51,1.69,268,fog
2016-11-12 09:21:43.364410,89.62,77.01,1010.5,0.78,1.94,73.59,0.34,1.76,268,fog
2016-11-11 09:21:43.364410,90.53,75.2,1010.48,0.71,2.33,71.16,0.28,1.64,292,fog
2016-11-10 09:21:43.364410,89.62,78.23,1010.46,0.76,2.1,73.52,0.34,0.71,242,fog
2016-11-09 09:21:43.364410,89.62,75.87,1010.45,0.75,2.4,72.74,0.63,1.42,227,fog
2016-11-08 09:21:43.364410,88.77,77.57,1010.49,0.69,2.58,70.62,0.42,2.33,295,fog
2016-11-07 09:21:43.364410,89.06,74.89,1010.49,0.7,2.68,70.46,0.46,2.43,311,fog
2016-11-06 09:21:43.364410,89.88,76.49,1010.41,0.78,2.6,73.8,0.38,0.94,342,fog
2016-11-05 09:21:43.364410,88.73,75.2,1010.39,0.81,2.58,75.17,0.5,1.2,229,fog
2016-11-04 09:21:43.364410,84.23,76.67,1010.38,0.86,2.27,75.2,0.72,2.42,131,fog
2016-11-03 09:21:43.364410,87.83,77.22,1010.37,0.82,2.27,75.78,0.63,2.64,240,fog
2016-11-02 09:21:43.364410,88.73,77.0,1010.35,0.81,2.33,74.98,0.73,1.78,292,fog
2016-11-01 09:21:43.364410,88.73,75.2,1010.34,0.81,1.56,74.96,0.76,2.31,223,fog
2016-10-31 09:21:43.364410,85.12,78.06,1010.33,0.84,2.47,75.03,0.74,3.02,323,fog
2016-10-30 09:21:43.364410,87.83,75.2,1010.32,0.79,2.43,74.75,0.61,1.3,260,fog
2016-10-29 09:21:43.364410,86.92,76.94,1010.31,0.81,2.21,74.7,0.66,0.66,317,fog
2016-10-28 09:21:43.364410,89.62,75.72,1010.3,0.79,2.27,74.04,0.48,1.72,255,fog
2016-10-27 09:21:43.364410,86.92,76.08,1010.29,0.84,1.99,74.99,0.75,1.03,247,fog
2016-10-26 09:21:43.364410,87.83,76.51,1010.28,0.83,2.06,75.52,0.55,2.64,239,fog
2016-10-25 09:21:43.364410,89.62,76.02,1010.27,0.79,2.77,74.28,0.44,2.83,286,fog
2016-10-24 09:21:43.364410,87.53,76.11,1010.35,0.78,2.96,73.27,0.38,2.75,272,fog
2016-10-23 09:21:43.364410,87.1,75.2,1010.25,0.8,2.4,74.7,0.5,2.75,251,fog
2016-10-22 09:21:43.364410,86.92,77.01,1010.24,0.83,2.09,74.1,0.82,2.6,269,fog
2016-10-21 09:21:43.364410,86.01,75.2,1010.23,0.85,1.88,74.96,0.63,0.7,254,fog
2016-10-20 09:21:43.364410,85.68,76.74,1010.23,0.84,1.94,75.27,0.85,1.33,272,fog
2016-10-19 09:21:43.364410,88.73,77.16,1010.22,0.79,2.24,74.8,0.42,4.34,317,wind
2016-10-18 09:21:43.364410,89.62,77.01,1010.21,0.79,2.67,74.78,0.49,2.9,292,fog
2016-10-17 09:21:43.364410,87.1,77.01,1010.21,0.8,2.33,74.65,0.6,1.91,278,fog
2016-10-16 09:21:43.364410,89.62,76.11,1010.2,0.79,2.63,74.13,0.6,1.83,279,fog
2016-10-15 09:21:43.364410,87.59,75.96,1010.21,0.84,2.64,74.4,0.79,0.18,193,partly-cloudy-day
2016-10-14 09:21:43.364410,84.78,75.2,1009.95,0.88,2.27,74.92,0.83,1.53,145,fog
2016-10-13 09:21:43.364410,86.12,75.17,1009.54,0.83,2.33,75.05,0.81,2.58,279,fog
2016-10-12 09:21:43.364410,87.73,77.83,1009.97,0.77,2.64,74.14,0.57,1.84,251,partly-cloudy-day
2016-10-11 09:21:43.364410,87.42,77.45,1010.21,0.75,2.88,72.39,0.43,1.83,269,partly-cloudy-day
2016-10-10 09:21:43.364410,86.32,75.59,1010.39,0.75,3.14,72.11,0.43,2.7,319,partly-cloudy-day
2016-10-09 09:21:43.364410,88.73,75.81,1010.2,0.74,3.17,72.28,0.46,3.67,314,fog
2016-10-08 09:21:43.364410,87.83,75.84,1010.16,0.76,3.21,72.33,0.49,4.43,319,partly-cloudy-day
2016-10-07 09:21:43.364410,86.01,75.2,1010.16,0.78,2.89,72.33,0.37,3.42,310,fog
2016-10-06 09:21:43.364410,87.83,73.4,1010.24,0.77,3.0,73.19,0.38,4.71,316,partly-cloudy-day
2016-10-05 09:21:43.364410,86.94,76.11,1010.11,0.79,3.07,74.5,0.37,3.44,300,fog
2016-10-04 09:21:43.364410,87.15,77.26,1010.06,0.77,3.17,73.98,0.39,2.85,276,fog
2016-10-03 09:21:43.364410,88.73,77.01,1010.05,0.75,3.22,72.03,0.26,3.0,273,partly-cloudy-day
2016-10-02 09:21:43.364410,87.83,74.41,1010.15,0.75,3.17,71.3,0.41,1.59,277,partly-cloudy-day
2016-10-01 09:21:43.364410,88.73,73.4,1010.15,0.79,2.55,73.81,0.39,3.33,306,fog
2016-09-30 09:21:43.364410,87.83,76.09,1010.15,0.81,2.53,74.68,0.61,5.24,321,fog
2016-09-29 09:21:43.364410,86.01,76.11,1010.14,0.83,2.54,74.57,0.74,4.9,297,fog
2016-09-28 09:21:43.364410,86.01,77.49,1010.14,0.81,2.53,74.54,0.63,4.42,300,fog
2016-09-27 09:21:43.364410,87.83,77.01,1009.96,0.8,2.91,74.71,0.58,4.16,326,fog
2016-09-26 09:21:43.364410,85.98,77.77,1009.73,0.81,2.67,74.24,0.62,3.33,317,partly-cloudy-day
2016-09-25 09:21:43.364410,86.15,77.14,1009.61,0.82,2.46,74.62,0.47,3.74,308,fog
2016-09-24 09:21:43.364410,86.08,77.01,1010.14,0.79,3.03,74.49,0.52,7.45,316,partly-cloudy-day
2016-09-23 09:21:43.364410,86.92,77.01,1010.14,0.8,3.09,74.15,0.51,6.38,306,partly-cloudy-day
2016-09-22 09:21:43.364410,88.14,75.2,1010.14,0.8,3.07,74.23,0.56,5.89,310,fog
2016-09-21 09:21:43.364410,86.01,75.2,1010.14,0.79,3.17,73.59,0.56,6.86,309,partly-cloudy-day
2016-09-20 09:21:43.364410,87.0,75.72,1010.14,0.78,3.06,74.25,0.43,7.2,313,fog
2016-09-19 09:21:43.364410,86.25,77.01,1010.21,0.8,3.24,74.07,0.6,5.34,313,partly-cloudy-day
2016-09-18 09:21:43.364410,84.79,76.67,1010.32,0.81,2.63,74.26,0.55,4.0,293,fog
2016-09-17 09:21:43.364410,85.77,77.2,1009.86,0.79,3.15,74.28,0.49,4.46,280,fog
2016-09-16 09:21:43.364410,85.68,77.25,1009.92,0.82,3.11,74.91,0.55,3.23,267,fog
2016-09-15 09:21:43.364410,85.25,76.87,1009.83,0.83,2.91,74.56,0.65,5.34,297,partly-cloudy-day
2016-09-14 09:21:43.364410,85.37,75.2,1009.79,0.82,2.72,74.01,0.64,5.43,304,partly-cloudy-day
2016-09-13 09:21:43.364410,85.85,77.69,1009.81,0.83,2.63,74.71,0.54,6.56,307,partly-cloudy-day
2016-09-12 09:21:43.364410,86.54,76.23,1009.67,0.79,2.94,73.38,0.54,4.88,289,partly-cloudy-day
2016-09-11 09:21:43.364410,85.88,76.77,1009.95,0.81,2.69,74.56,0.45,5.27,311,fog
2016-09-10 09:21:43.364410,87.48,77.2,1010.25,0.78,2.79,73.74,0.55,6.18,313,fog
2016-09-09 09:21:43.364410,85.75,75.95,1010.26,0.8,2.84,73.04,0.61,3.36,312,partly-cloudy-day
2016-09-08 09:21:43.364410,85.83,74.05,1010.35,0.78,3.2,72.43,0.59,4.35,296,fog
2016-09-07 09:21:43.364410,85.63,75.77,1010.54,0.8,3.37,73.72,0.45,4.38,311,partly-cloudy-day
2016-09-06 09:21:43.364410,85.97,75.72,1010.57,0.82,2.71,74.68,0.48,4.35,305,fog
2016-09-05 09:21:43.364410,86.15,76.11,1010.13,0.82,2.67,75.08,0.5,4.24,300,fog
2016-09-04 09:21:43.364410,85.3,76.11,1010.13,0.84,3.05,75.04,0.65,4.33,301,fog
2016-09-03 09:21:43.364410,87.83,75.64,1010.13,0.83,3.22,74.28,0.73,1.78,281,fog
2016-09-02 09:21:43.364410,82.53,73.4,1010.28,0.88,2.27,74.79,0.78,1.93,288,fog
2016-09-01 09:21:43.364410,84.66,76.85,1010.04,0.87,2.46,74.61,0.68,1.87,282,fog
2016-08-31 09:21:43.364410,83.64,75.74,1009.58,0.86,2.8,74.15,0.76,2.15,304,fog
2016-08-30 09:21:43.364410,80.52,75.92,1009.67,0.9,2.28,75.13,0.84,2.89,306,fog
2016-08-29 09:21:43.364410,84.91,75.72,1009.74,0.83,2.6,75.04,0.67,2.88,307,fog
2016-08-28 09:21:43.364410,87.38,76.79,1009.91,0.83,2.98,74.8,0.68,3.11,309,fog
2016-08-27 09:21:43.364410,86.08,75.13,1009.99,0.8,2.94,74.38,0.73,3.66,296,fog
2016-08-26 09:21:43.364410,84.96,76.98,1010.02,0.84,2.18,74.94,0.65,3.45,260,fog
2016-08-25 09:21:43.364410,86.46,76.67,1009.88,0.85,2.42,75.19,0.7,2.91,284,fog
2016-08-24 09:21:43.364410,87.12,76.56,1009.78,0.81,2.72,75.04,0.49,3.19,319,fog
2016-08-23 09:21:43.364410,85.81,77.2,1009.9,0.81,2.69,75.3,0.56,3.27,320,partly-cloudy-day
2016-08-22 09:21:43.364410,87.13,76.11,1009.79,0.82,2.74,75.91,0.47,3.84,294,fog
2016-08-21 09:21:43.364410,87.62,78.15,1009.78,0.79,2.93,75.07,0.51,3.35,307,fog
2016-08-20 09:21:43.364410,86.99,77.53,1009.42,0.84,2.32,75.83,0.62,3.27,309,fog
2016-08-19 09:21:43.364410,86.9,75.87,1009.84,0.82,2.81,74.85,0.49,3.56,301,fog
2016-08-18 09:21:43.364410,86.95,76.11,1009.47,0.82,2.84,74.91,0.6,7.14,302,fog
2016-08-17 09:21:43.364410,86.01,77.62,1009.58,0.82,2.69,75.55,0.53,7.78,292,fog
2016-08-16 09:21:43.364410,86.46,77.6,1009.85,0.82,2.88,75.67,0.53,6.95,306,fog
2016-08-15 09:21:43.364410,85.15,77.09,1009.96,0.84,2.89,75.97,0.6,5.54,307,fog
2016-08-14 09:21:43.364410,84.44,77.38,1010.11,0.84,2.44,75.6,0.57,4.12,299,fog
2016-08-13 09:21:43.364410,87.04,77.08,1010.15,0.8,2.43,75.26,0.51,5.04,303,fog
2016-08-12 09:21:43.364410,86.7,77.87,1010.43,0.81,2.73,75.09,0.53,5.28,316,partly-cloudy-day
2016-08-11 09:21:43.364410,86.18,77.89,1010.41,0.81,3.0,75.39,0.52,4.67,321,fog
2016-08-10 09:21:43.364410,87.72,76.9,1010.21,0.82,2.85,75.19,0.59,4.73,316,fog
2016-08-09 09:21:43.364410,86.48,75.51,1010.06,0.83,2.82,75.44,0.65,3.82,312,fog
2016-08-08 09:21:43.364410,88.01,76.52,1010.23,0.85,2.64,76.37,0.64,3.14,323,fog
2016-08-07 09:21:43.364410,86.07,76.34,1009.99,0.87,2.46,75.66,0.7,2.4,333,fog
2016-08-06 09:21:43.364410,87.5,76.91,1009.85,0.81,2.68,75.07,0.51,2.14,323,fog
2016-08-05 09:21:43.364410,83.07,75.89,1009.79,0.86,2.55,74.5,0.81,2.01,351,fog
2016-08-04 09:21:43.364410,87.09,76.48,1009.58,0.84,2.95,75.61,0.66,4.11,316,fog
2016-08-03 09:21:43.364410,87.31,76.67,1009.18,0.82,2.94,76.29,0.41,3.5,309,fog
2016-08-02 09:21:43.364410,87.0,78.68,1009.58,0.85,2.42,76.26,0.61,3.27,284,fog
2016-08-01 09:21:43.364410,87.09,75.74,1010.07,0.83,2.51,75.36,0.64,3.45,298,fog
2016-07-31 09:21:43.364410,86.35,77.75,1009.95,0.81,2.77,75.5,0.55,2.91,296,partly-cloudy-day
2016-07-30 09:21:43.364410,87.28,77.37,1009.66,0.83,2.63,75.38,0.64,2.33,299,fog
2016-07-29 09:21:43.364410,82.67,76.46,1009.49,0.88,2.73,75.59,0.73,6.21,299,fog
2016-07-28 09:21:43.364410,86.39,76.07,1009.3,0.84,2.8,75.4,0.76,4.26,288,fog
2016-07-27 09:21:43.364410,86.89,76.31,1009.13,0.86,2.28,75.66,0.71,4.68,303,fog
2016-07-26 09:21:43.364410,86.92,77.05,1008.98,0.82,2.6,74.9,0.72,3.59,302,fog
2016-07-25 09:21:43.364410,86.43,76.27,1008.87,0.83,2.75,74.64,0.69,3.15,290,fog
2016-07-24 09:21:43.364410,84.07,76.1,1009.14,0.89,2.24,74.83,0.9,2.34,334,fog
2016-07-23 09:21:43.364410,81.51,74.5,1009.28,0.9,2.37,75.19,0.93,2.22,333,fog
2016-07-22 09:21:43.364410,85.9,75.09,1009.37,0.85,2.58,75.88,0.76,5.36,296,fog
2016-07-21 09:21:43.364410,85.68,77.57,1009.46,0.85,2.21,75.37,0.7,3.54,315,fog
2016-07-20 09:21:43.364410,85.8,75.75,1009.65,0.83,2.4,75.09,0.66,5.42,323,fog
2016-07-19 09:21:43.364410,86.69,77.17,1009.94,0.81,2.6,74.13,0.73,4.8,334,fog
2016-07-18 09:21:43.364410,85.61,75.21,1010.13,0.85,2.29,74.38,0.87,4.56,314,fog
2016-07-17 09:21:43.364410,86.03,75.32,1009.89,0.83,2.92,74.66,0.74,2.78,328,fog
2016-07-16 09:21:43.364410,85.99,75.3,1009.33,0.83,2.71,74.82,0.77,5.0,316,fog
2016-07-15 09:21:43.364410,85.16,76.89,1009.01,0.85,2.28,74.8,0.75,3.43,277,fog
2016-07-14 09:21:43.364410,82.23,75.21,1009.15,0.9,1.72,75.19,0.95,0.84,230,fog
2016-07-13 09:21:43.364410,86.39,75.58,1009.49,0.84,2.6,75.01,0.68,1.19,329,fog
2016-07-12 09:21:43.364410,83.3,75.16,1009.44,0.89,2.37,74.92,0.89,2.25,95,fog
2016-07-11 09:21:43.364410,82.3,75.43,1009.42,0.91,2.17,75.51,0.9,0.77,238,fog
2016-07-10 09:21:43.364410,83.33,75.65,1009.34,0.9,2.39,75.7,0.84,4.23,286,fog
2016-07-09 09:21:43.364410,86.85,75.2,1009.37,0.89,2.23,75.94,0.83,2.35,333,fog
2016-07-08 09:21:43.364410,84.29,74.1,1009.2,0.88,1.73,76.27,0.94,3.06,295,fog
2016-07-07 09:21:43.364410,87.66,77.92,1009.11,0.84,2.65,75.94,0.75,2.45,305,fog
2016-07-06 09:21:43.364410,83.51,76.68,1009.26,0.9,2.0,75.24,0.91,1.06,178,fog
2016-07-05 09:21:43.364410,86.53,75.92,1009.29,0.89,2.29,75.48,0.84,0.73,311,fog
2016-07-04 09:21:43.364410,84.22,75.32,1009.46,0.89,2.25,75.71,0.89,1.32,0,fog
2016-07-03 09:21:43.364410,90.53,76.19,1009.2,0.77,2.59,75.56,0.55,2.35,316,fog
2016-07-02 09:21:43.364410,89.21,76.97,1009.01,0.79,2.91,76.63,0.53,4.03,314,fog
2016-07-01 09:21:43.364410,88.05,78.52,1008.96,0.8,2.67,76.81,0.57,3.71,297,fog
2016-06-30 09:21:43.364410,87.41,78.56,1009.0,0.85,2.54,76.67,0.87,3.07,307,fog
2016-06-29 09:21:43.364410,85.87,77.1,1008.9,0.85,2.3,75.83,0.98,2.82,280,fog
2016-06-28 09:21:43.364410,82.43,76.58,1008.77,0.92,1.86,76.43,0.93,0.94,340,fog
2016-06-27 09:21:43.364410,86.13,77.28,1008.73,0.9,2.17,77.33,0.9,1.89,281,fog
2016-06-26 09:21:43.364410,87.83,77.86,1009.0,0.81,2.65,75.75,0.76,2.0,323,partly-cloudy-day
2016-06-25 09:21:43.364410,87.83,77.31,1009.12,0.83,2.62,75.0,0.85,4.08,327,partly-cloudy-day
2016-06-24 09:21:43.364410,82.29,75.88,1008.92,0.88,2.4,74.71,0.85,2.19,350,fog
2016-06-23 09:21:43.364410,88.31,75.4,1009.1,0.88,2.45,75.66,0.91,2.77,351,fog
2016-06-22 09:21:43.364410,85.42,75.07,1008.91,0.88,2.28,75.4,0.8,2.56,313,fog
2016-06-21 09:21:43.364410,83.73,75.55,1008.42,0.85,2.81,74.4,0.86,1.93,324,fog
2016-06-20 09:21:43.364410,86.58,75.83,1008.1,0.84,2.49,75.16,0.79,0.98,24,fog
2016-06-19 09:21:43.364410,85.75,76.33,1008.24,0.86,2.58,75.75,0.79,3.24,308,fog
2016-06-18 09:21:43.364410,83.69,75.8,1008.56,0.84,2.23,74.46,0.9,3.47,310,fog
2016-06-17 09:21:43.364410,88.16,76.78,1008.49,0.81,2.47,74.2,0.85,1.3,290,fog
2016-06-16 09:21:43.364410,85.13,75.6,1008.83,0.79,2.23,73.31,0.77,0.7,320,fog
2016-06-15 09:21:43.364410,88.83,78.41,1008.93,0.81,2.87,76.03,0.45,2.99,275,fog
2016-06-14 09:21:43.364410,88.94,76.13,1009.17,0.82,2.78,75.83,0.63,2.53,299,fog
2016-06-13 09:21:43.364410,87.65,76.05,1009.25,0.87,2.27,76.69,0.66,0.59,348,fog
2016-06-12 09:21:43.364410,87.39,76.4,1009.11,0.86,2.3,76.3,0.81,1.15,324,fog
2016-06-11 09:21:43.364410,86.95,76.44,1009.25,0.91,2.11,75.65,0.94,0.94,76,fog
2016-06-10 09:21:43.364410,83.71,75.74,1008.87,0.92,2.12,76.79,0.84,2.53,165,fog
2016-06-09 09:21:43.364410,83.93,77.4,1008.71,0.93,2.11,76.85,0.94,2.76,144,fog
2016-06-08 09:21:43.364410,79.2,77.01,1008.55,0.95,2.08,76.63,0.97,2.11,124,fog
2016-06-07 09:21:43.364410,83.3,77.2,1008.36,0.93,2.08,76.9,0.91,2.23,102,fog
2016-06-06 09:21:43.364410,86.83,77.47,1008.58,0.88,2.67,76.97,0.69,1.52,76,fog
2016-06-05 09:21:43.364410,86.52,77.01,1008.51,0.88,2.35,76.55,0.71,1.35,102,fog
2016-06-04 09:21:43.364410,83.37,77.0,1008.5,0.9,2.42,76.78,0.83,1.73,56,fog
2016-06-03 09:21:43.364410,87.83,78.36,1008.55,0.82,2.65,76.01,0.75,1.74,256,fog
2016-06-02 09:21:43.364410,86.78,77.24,1008.74,0.85,2.88,75.67,0.73,1.59,258,fog
2016-06-01 09:21:43.364410,86.95,75.48,1009.08,0.88,2.72,75.98,0.76,1.19,278,fog
2016-05-31 09:21:43.364410,85.93,74.11,1008.82,0.89,2.41,76.15,0.9,1.15,248,fog
2016-05-30 09:21:43.364410,89.06,77.01,1008.53,0.83,2.58,76.07,0.68,0.58,95,fog
2016-05-29 09:21:43.364410,87.83,75.68,1008.68,0.87,3.06,76.03,0.7,1.84,339,partly-cloudy-day
2016-05-28 09:21:43.364410,88.11,76.49,1009.15,0.84,2.5,75.98,0.72,1.5,272,fog
2016-05-27 09:21:43.364410,87.84,75.52,1008.97,0.82,2.8,77.12,0.72,2.2,249,fog
2016-05-26 09:21:43.364410,89.97,78.49,1008.71,0.84,2.8,77.67,0.71,2.42,307,fog
2016-05-25 09:21:43.364410,87.63,78.45,1008.77,0.88,2.47,78.41,0.69,0.3,354,partly-cloudy-day
2016-05-24 09:21:43.364410,92.55,79.29,1008.66,0.78,3.09,78.74,0.47,2.53,285,partly-cloudy-day
2016-05-23 09:21:43.364410,92.03,81.58,1008.85,0.77,3.06,78.79,0.45,3.07,290,fog
2016-05-22 09:21:43.364410,92.94,82.09,1008.64,0.78,2.89,79.2,0.51,2.42,274,fog
2016-05-21 09:21:43.364410,91.21,81.08,1008.29,0.8,2.53,78.11,0.49,1.83,295,fog
2016-05-20 09:21:43.364410,90.12,79.31,1008.04,0.84,2.6,76.52,0.85,0.8,156,fog
2016-05-19 09:21:43.364410,89.42,75.38,1007.61,0.84,2.24,78.14,0.67,2.47,137,fog
2016-05-18 09:21:43.364410,88.74,78.71,1007.62,0.86,2.45,76.44,0.94,2.13,160,fog
2016-05-17 09:21:43.364410,82.2,75.0,1007.14,0.93,1.85,77.43,0.96,1.43,127,fog
2016-05-16 09:21:43.364410,83.64,78.52,1007.76,0.9,2.11,76.97,0.97,1.76,70,fog
2016-05-15 09:21:43.364410,89.54,76.85,1008.25,0.83,2.52,76.39,0.66,1.01,41,fog
2016-05-14 09:21:43.364410,92.94,76.13,1008.24,0.8,2.59,78.22,0.58,3.27,310,fog
2016-05-13 09:21:43.364410,93.24,80.15,1008.05,0.76,3.29,77.08,0.51,1.63,310,partly-cloudy-day
2016-05-12 09:21:43.364410,93.02,79.49,1008.18,0.76,3.09,75.89,0.65,1.24,316,partly-cloudy-day
2016-05-11 09:21:43.364410,92.31,77.76,1008.48,0.79,2.77,75.74,0.64,0.63,303,fog
2016-05-10 09:21:43.364410,92.68,76.34,1009.34,0.8,2.46,76.74,0.66,1.26,279,fog
2016-05-09 09:21:43.364410,95.42,82.55,1008.48,0.71,3.35,76.29,0.51,1.65,328,partly-cloudy-day
2016-05-08 09:21:43.364410,94.05,80.15,1008.53,0.73,3.12,75.92,0.35,1.16,21,partly-cloudy-day
2016-05-07 09:21:43.364410,95.25,80.8,1008.41,0.72,2.69,75.66,0.53,1.44,342,fog
2016-05-06 09:21:43.364410,94.11,79.52,1008.55,0.74,2.54,76.49,0.51,1.09,306,partly-cloudy-day
2016-05-05 09:21:43.364410,93.19,79.36,1008.58,0.77,2.99,76.96,0.56,1.22,289,partly-cloudy-day
2016-05-04 09:21:43.364410,93.54,78.74,1008.52,0.74,3.17,77.19,0.33,2.23,302,partly-cloudy-day
2016-05-03 09:21:43.364410,95.02,81.52,1008.62,0.73,2.93,77.11,0.31,3.79,287,partly-cloudy-day
2016-05-02 09:21:43.364410,95.02,80.6,1008.73,0.74,3.0,77.92,0.4,3.89,285,fog
2016-05-01 09:21:43.364410,93.37,81.87,1008.75,0.76,3.26,77.86,0.38,4.33,279,partly-cloudy-day
2016-04-30 09:21:43.364410,95.02,78.83,1008.77,0.77,2.6,78.23,0.53,3.72,276,fog
2016-04-29 09:21:43.364410,95.02,82.43,1008.73,0.77,2.81,79.25,0.46,3.7,272,partly-cloudy-day
2016-04-28 09:21:43.364410,95.03,81.52,1008.47,0.74,2.66,78.96,0.48,3.12,268,partly-cloudy-day
2016-04-27 09:21:43.364410,94.38,82.98,1008.55,0.74,2.62,77.96,0.46,2.71,283,partly-cloudy-day
2016-04-26 09:21:43.364410,95.02,81.78,1008.36,0.74,2.6,77.32,0.42,2.81,316,partly-cloudy-day
2016-04-25 09:21:43.364410,91.96,81.61,1008.28,0.69,2.9,76.15,0.57,6.69,310,partly-cloudy-day
2016-04-24 09:21:43.364410,92.87,83.26,1007.74,0.74,4.59,77.89,0.69,5.48,304,partly-cloudy-day
2016-04-23 09:21:43.364410,91.03,82.85,1008.7,0.74,2.86,77.53,0.52,6.91,298,partly-cloudy-day
2016-04-22 09:21:43.364410,95.02,81.49,1008.98,0.72,3.33,76.94,0.36,5.94,307,partly-cloudy-day
2016-04-21 09:21:43.364410,93.19,82.25,1009.01,0.78,2.75,77.96,0.58,2.94,286,fog
2016-04-20 09:21:43.364410,92.31,80.6,1009.05,0.82,2.36,79.18,0.61,2.14,288,fog
2016-04-19 09:21:43.364410,95.93,82.43,1009.08,0.75,2.69,78.14,0.48,1.7,255,partly-cloudy-day
2016-04-18 09:21:43.364410,93.72,82.22,1009.11,0.74,2.67,77.36,0.37,2.88,294,partly-cloudy-day
2016-04-17 09:21:43.364410,92.91,81.27,1008.79,0.74,2.69,78.22,0.41,5.4,305,partly-cloudy-day
2016-04-16 09:21:43.364410,92.79,82.55,1009.02,0.76,2.66,79.02,0.41,3.23,282,fog
2016-04-15 09:21:43.364410,92.93,82.75,1008.9,0.75,2.81,78.83,0.49,3.54,274,partly-cloudy-day
2016-04-14 09:21:43.364410,93.33,82.32,1008.85,0.74,2.54,78.08,0.5,3.68,276,fog
2016-04-13 09:21:43.364410,93.56,82.72,1009.29,0.76,2.42,78.5,0.49,3.38,278,fog
2016-04-12 09:21:43.364410,95.02,81.87,1009.33,0.75,3.13,77.85,0.41,3.41,253,partly-cloudy-day
2016-04-11 09:21:43.364410,92.32,80.7,1009.36,0.75,3.16,76.87,0.44,2.8,277,partly-cloudy-day
2016-04-10 09:21:43.364410,93.19,80.6,1009.4,0.77,2.51,77.1,0.48,2.75,278,fog
2016-04-09 09:21:43.364410,89.55,79.63,1009.65,0.84,2.34,77.13,0.78,1.1,336,fog
2016-04-08 09:21:43.364410,94.88,79.39,1009.23,0.74,2.86,77.17,0.45,1.34,276,fog
2016-04-07 09:21:43.364410,94.63,79.22,1009.34,0.71,2.77,76.45,0.29,4.66,297,partly-cloudy-day
2016-04-06 09:21:43.364410,93.19,81.4,1009.57,0.72,2.97,76.06,0.39,3.48,285,partly-cloudy-day
2016-04-05 09:21:43.364410,94.11,80.11,1009.6,0.71,3.11,76.01,0.42,4.74,282,partly-cloudy-day
